"Taxon","model","r","r_SE","K","K_SE","AIC","R2","w","z","c_1","c_2","c_3","c_4","t1_1","t1_2","t1_3","t1_4","t2_1","t2_2","t2_3","t2_4","p1_1","p1_2","p1_3","p1_4","rel_maxK_1","rel_maxK_2","rel_maxK_3","rel_maxK_4","S_1","S_2","S_3","S_4"
"Laupala","Varying K + Ontogeny",5.02100240746401,1.45823318860687,20.2376674060376,3.26590529129382,22.8710601611245,0.233839737909072,0.283913,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.495029842754115,0.368882029604239,0.3318794753335,0.885943888449071,1,0.572544316810614,0.550234787524507,7,11,12,7
"Laupala","Exponential",0.378567847333704,0.110605342260877,NA,NA,30.1627926772811,-6.81909811508323,NA,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.495029842754115,0.368882029604239,0.3318794753335,0.885943888449071,1,0.572544316810614,0.550234787524507,7,11,12,7
"Megalagrion","Single K",2.53222615041877,0.414427437842404,10.0456175571061,0.598834547996484,14.594711875852,0.770524368671868,0.853151,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.495029842754115,0.368882029604239,0.3318794753335,0.885943888449071,1,0.572544316810614,0.550234787524507,7,10,9,11
"Megalagrion","Varying K",1.74069950246955,0.270644842695395,22.7711862393356,2.42210481445754,18.2809378637489,0.423282042067282,0.135074,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.495029842754115,0.368882029604239,0.3318794753335,0.885943888449071,1,0.572544316810614,0.550234787524507,7,10,9,11
"Megalagrion","Varying K + Ontogeny",5.06470104707273,1.54177055317484,19.8064234646385,3.38174845465323,23.1606843972578,-0.953328213135103,0.0117747,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.495029842754115,0.368882029604239,0.3318794753335,0.885943888449071,1,0.572544316810614,0.550234787524507,7,10,9,11
"Megalagrion","Exponential",0.414375625429212,0.0682342814093359,NA,NA,28.0021718656241,-9.8038933090462,NA,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.495029842754115,0.368882029604239,0.3318794753335,0.885943888449071,1,0.572544316810614,0.550234787524507,7,10,9,11
"Orsonwelles","Single K",0.366200676816329,0.160183721857197,13.0543452568167,20.0275817203634,12.3807250474839,0.909457209337512,0.0569291,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.495029842754115,0.368882029604239,0.3318794753335,0.885943888449071,1,0.572544316810614,0.550234787524507,1,3,3,6
"Orsonwelles","Varying K",0.365408019664058,0.138420388992211,31.898731440096,43.2651287133761,12.110480418217,0.915372319425971,0.0651654,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.495029842754115,0.368882029604239,0.3318794753335,0.885943888449071,1,0.572544316810614,0.550234787524507,1,3,3,6
"Orsonwelles","Varying K + Ontogeny",0.760914548252077,0.127699531024829,266.750181371933,1850.8155837251,6.90925992998026,0.976943302653215,0.877906,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.495029842754115,0.368882029604239,0.3318794753335,0.885943888449071,1,0.572544316810614,0.550234787524507,1,3,3,6
"Orsonwelles","Exponential",0.291008276508245,0.0152049592075246,NA,NA,10.1656576409238,0.914196850582391,NA,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.495029842754115,0.368882029604239,0.3318794753335,0.885943888449071,1,0.572544316810614,0.550234787524507,1,3,3,6
"Platynini","Single K",2.90045447522182,2.11246567709657,40.7323627491661,15.1851004308624,40.4578846268595,0.37793301060682,0.0417263,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.495029842754115,0.368882029604239,0.3318794753335,0.885943888449071,1,0.572544316810614,0.550234787524507,7,70,33,27
"Platynini","Varying K",2.58952091719025,0.980434523909888,97.8418239438256,25.8224638903196,37.9429503159373,0.668272380431652,0.146731,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.495029842754115,0.368882029604239,0.3318794753335,0.885943888449071,1,0.572544316810614,0.550234787524507,7,70,33,27
"Platynini","Varying K + Ontogeny",4.47788304235194,2.39957941313521,96.5491364357091,19.6946126486233,34.5222727031617,0.858945716450057,0.811543,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.495029842754115,0.368882029604239,0.3318794753335,0.885943888449071,1,0.572544316810614,0.550234787524507,7,70,33,27
"Platynini","Exponential",0.580182469984632,0.180928404948867,NA,NA,43.7815155119963,-1.35419826315388,NA,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.495029842754115,0.368882029604239,0.3318794753335,0.885943888449071,1,0.572544316810614,0.550234787524507,7,70,33,27
"PW Drosophila","Single K",6.2658884874326,20.2647400177039,38.3211999906935,9.15512237102647,36.6866527595674,-0.0034804261840844,0.0893658,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.495029842754115,0.368882029604239,0.3318794753335,0.885943888449071,1,0.572544316810614,0.550234787524507,39,52,42,21
"PW Drosophila","Varying K",3.5701826285479,0.483517842123192,83.7614929896009,14.4332135801621,34.2145467802887,0.459116903508537,0.307597,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.495029842754115,0.368882029604239,0.3318794753335,0.885943888449071,1,0.572544316810614,0.550234787524507,39,52,42,21
"PW Drosophila","Varying K + Ontogeny",8.62539078526892,1.17061517206151,84.9050418473193,11.8536731943948,32.8681729581246,0.613701760571093,0.603037,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.495029842754115,0.368882029604239,0.3318794753335,0.885943888449071,1,0.572544316810614,0.550234787524507,39,52,42,21
"PW Drosophila","Exponential",0.561468026188893,0.200493335828431,NA,NA,43.6967886072685,-8.54491302888665,NA,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.495029842754115,0.368882029604239,0.3318794753335,0.885943888449071,1,0.572544316810614,0.550234787524507,39,52,42,21
"Tetragnatha","Single K",13.8632494529333,395074.018964343,13.7484251842743,2.47487495886459,26.2228876487933,-9.81250516618459e-07,0.00188374,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.495029842754115,0.368882029604239,0.3318794753335,0.885943888449071,1,0.572544316810614,0.550234787524507,15,18,12,10
"Tetragnatha","Varying K",2.83743094548169,0.224949628136404,29.1967600122703,2.33075540230721,19.5164283068687,0.812993864822728,0.0538654,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.495029842754115,0.368882029604239,0.3318794753335,0.885943888449071,1,0.572544316810614,0.550234787524507,15,18,12,10
"Tetragnatha","Varying K + Ontogeny",7.38069318923246,0.360709731603593,28.9820627314467,1.05466286698637,13.7886212663581,0.955335023785465,0.944251,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.495029842754115,0.368882029604239,0.3318794753335,0.885943888449071,1,0.572544316810614,0.550234787524507,15,18,12,10
"Tetragnatha","Exponential",0.422109403929018,0.143091572401846,NA,NA,34.2955218341896,-11.4057432114614,NA,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.495029842754115,0.368882029604239,0.3318794753335,0.885943888449071,1,0.572544316810614,0.550234787524507,15,18,12,10
"Cyrtandra","Single K",2.5151942078207,1.03956269139078,18.190934628051,3.35208243208282,28.2690541769673,0.442782442219628,0.487161,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,10,17,24,13
"Cyrtandra","Varying K",2.03482040117388,0.71404651994658,34.7994431307926,7.95511931067917,29.2152461420924,0.294078710425384,0.303536,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,10,17,24,13
"Cyrtandra","Varying K + Ontogeny",5.31425737493798,2.14218106284555,32.2215119592015,7.14546823693854,29.958679078156,0.149893209530528,0.209303,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,10,17,24,13
"Cyrtandra","Exponential",0.475230877882901,0.116357664557728,NA,NA,35.1852395951968,-4.17710918303334,NA,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,10,17,24,13
"Lobeliads","Single K",3.80547335732539,1.22262641334293,41.9346886401191,7.17342959517109,34.689368451717,0.288311234923847,0.00804204,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,29,56,37,33
"Lobeliads","Varying K",3.19581676692364,0.28488024203387,79.6086153876557,6.8118936697608,29.2326994337382,0.818097026252115,0.123103,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,29,56,37,33
"Lobeliads","Varying K + Ontogeny",7.37266127715081,0.449422582119116,80.2255214280872,4.07211274790433,25.3243818570308,0.931530113226194,0.868855,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,29,56,37,33
"Lobeliads","Exponential",0.602454751770043,0.143818523079433,NA,NA,43.0249839364985,-8.42899277617692,NA,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,29,56,37,33
"Mints","Single K",6.70087998564626,121.480955757147,17.73954213783,6.91325722755148,34.4402244708626,-0.00248468332828611,0.120734,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,20,31,10,11
"Mints","Varying K",3.25382063115478,1.00498704145057,33.8751585733524,9.81586947686059,32.2351037464469,0.422356613733735,0.363636,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,20,31,10,11
"Mints","Varying K + Ontogeny",7.92363695944036,2.76933031652629,35.0523465942629,8.6860130137695,31.5366282727428,0.514908355383895,0.51563,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,20,31,10,11
"Mints","Exponential",0.439714240909089,0.20417161269425,NA,NA,37.9807701732651,-3.00529817007871,NA,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,20,31,10,11
"Psychotria","Single K",0.599164133085005,0.0953747183146549,9.51826189568121,1.81634019853713,10.8322274048234,0.958194175476867,0.233028,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,2,4,5,8
"Psychotria","Varying K",0.594595462700981,0.0667552690912181,19.481047618126,2.72963230775111,8.83249273869364,0.974641803630846,0.633351,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,2,4,5,8
"Psychotria","Varying K + Ontogeny",1.12118879756879,0.160728153692968,25.123819599624,7.83596982745355,11.9445182181209,0.944791972093001,0.133622,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,2,4,5,8
"Psychotria","Exponential",0.347353255296841,0.0197195712621917,NA,NA,14.8906166682124,0.809884270696765,NA,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,2,4,5,8
"Schiedea","Single K",1.75199654971359,0.587962726514717,11.8420346349775,1.67348220016886,21.6608885560766,0.800890033255314,0.0075789,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,3,13,11,11
"Schiedea","Varying K",1.5225619566659,0.253544171528107,23.5999455956132,2.69605014424266,19.3701181547122,0.887701032400529,0.0238254,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,3,13,11,11
"Schiedea","Varying K + Ontogeny",2.59202485455126,0.204891616551378,23.7909572542926,1.46480783098949,11.9599288876554,0.982387350742659,0.968596,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,3,13,11,11
"Schiedea","Exponential",0.422347777079901,0.0782466315091919,NA,NA,29.4779507228967,-1.31721847114372,NA,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,3,13,11,11
"Silverswords","Single K",2.73814570108276,2.49506297068277,11.3193726392417,3.81918885144739,29.4942830640781,0.0850368116128463,0.288699,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,8,14,4,16
"Silverswords","Varying K",2.09526666110232,0.993494508600783,21.6920350469007,7.0682236210983,28.8991049203346,0.211533990827067,0.388765,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,8,14,4,16
"Silverswords","Varying K + Ontogeny",5.27501204880916,3.00563458446734,20.6993178521206,6.4814266642035,29.2726283023509,0.134359112702836,0.322536,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,8,14,4,16
"Silverswords","Exponential",0.454030799161375,0.0706769457019959,NA,NA,30.1796228648457,-0.790443768348265,NA,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.2,1.52,2.835,2.325,0,1.03,1.3,3.825,0,0.424444548026598,0.310733374565426,0.278239262600971,0.906728708867512,1,0.637068434876434,0.616922107774189,8,14,4,16
