"Taxon","model","r","r_SE","K","K_SE","AIC","R2","w","z","c_1","c_2","c_3","c_4","t1_1","t1_2","t1_3","t1_4","t2_1","t2_2","t2_3","t2_4","p1_1","p1_2","p1_3","p1_4","rel_maxK_1","rel_maxK_2","rel_maxK_3","rel_maxK_4","S_1","S_2","S_3","S_4"
"Platynini","Varying K",3.01195018295659,1.03709753536089,97.174390265405,28.6316596819349,38.6219075910583,0.606904129277257,0.134248,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.495029842754115,0.347348031907254,0.3318794753335,0.885943888449071,1,0.553653439892474,0.550234787524507,7,70,33,27
"Platynini","Varying K + Ontogeny",5.44000170159178,2.56639000199576,96.1258656264642,18.3599274944914,35.0107861145862,0.84062288939119,0.816681,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.495029842754115,0.347348031907254,0.3318794753335,0.885943888449071,1,0.553653439892474,0.550234787524507,7,70,33,27
"Platynini","Exponential",0.58698080744004,0.197816276312164,NA,NA,43.9001415049276,-1.4250611182257,NA,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.495029842754115,0.347348031907254,0.3318794753335,0.885943888449071,1,0.553653439892474,0.550234787524507,7,70,33,27
"PW Drosophila","Single K",8.94049261564654,217.536381849021,38.3244655888597,9.14071838756344,36.674612630822,-0.000464459158936892,0.0822149,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.495029842754115,0.347348031907254,0.3318794753335,0.885943888449071,1,0.553653439892474,0.550234787524507,39,52,42,21
"PW Drosophila","Varying K",3.89919750594905,0.532427295463384,83.9656703054288,14.724964698491,34.2648267189783,0.452275100683837,0.274302,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.495029842754115,0.347348031907254,0.3318794753335,0.885943888449071,1,0.553653439892474,0.550234787524507,39,52,42,21
"PW Drosophila","Varying K + Ontogeny",9.41876123693845,1.23513545333277,84.5781744424897,11.345185718154,32.5594936394987,0.642391117397792,0.643483,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.495029842754115,0.347348031907254,0.3318794753335,0.885943888449071,1,0.553653439892474,0.550234787524507,39,52,42,21
"PW Drosophila","Exponential",0.567078734800424,0.21968612221362,NA,NA,43.7970959204144,-8.78729556487104,NA,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.495029842754115,0.347348031907254,0.3318794753335,0.885943888449071,1,0.553653439892474,0.550234787524507,39,52,42,21
"Tetragnatha","Single K",13.27799867082,57188.4449759315,13.680247689729,2.4755359495203,26.2250240259989,-0.000535218729894815,0.00193906,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.495029842754115,0.347348031907254,0.3318794753335,0.885943888449071,1,0.553653439892474,0.550234787524507,15,18,12,10
"Tetragnatha","Varying K",3.10037437347772,0.257873370946304,29.3009103657263,2.49137150853669,19.8687731281902,0.795773917021881,0.0465409,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.495029842754115,0.347348031907254,0.3318794753335,0.885943888449071,1,0.553653439892474,0.550234787524507,15,18,12,10
"Tetragnatha","Varying K + Ontogeny",8.07436587728855,0.400411427508649,28.8340415764369,1.05634015821043,13.833313906398,0.954833176470055,0.95152,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.495029842754115,0.347348031907254,0.3318794753335,0.885943888449071,1,0.553653439892474,0.550234787524507,15,18,12,10
"Tetragnatha","Exponential",0.431234018779877,0.151900529076818,NA,NA,34.4534479442008,-11.9053383984603,NA,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.495029842754115,0.347348031907254,0.3318794753335,0.885943888449071,1,0.553653439892474,0.550234787524507,15,18,12,10
"Cyrtandra","Single K",2.73012747233315,1.09172594281484,18.3445160498732,3.46444712943587,28.2356038851955,0.447422785046394,0.447475,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,10,17,24,13
"Cyrtandra","Varying K",2.16274918648517,0.630533557719872,36.4764739153984,8.16641040975982,28.8142516047191,0.361414796957298,0.335056,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,10,17,24,13
"Cyrtandra","Varying K + Ontogeny",5.79383600851622,2.26838795377777,32.2960252431545,6.93370140176392,29.6787329186242,0.207355013283699,0.217469,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,10,17,24,13
"Cyrtandra","Exponential",0.481731653353076,0.126912681432692,NA,NA,35.3828434306958,-4.43928591481129,NA,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,10,17,24,13
"Lobeliads","Single K",4.13769247026355,1.34199942501526,41.9432701875704,7.2996178480923,34.7558332919991,0.276386870382349,0.00984917,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,29,56,37,33
"Lobeliads","Varying K",3.51610756068573,0.330230725123642,79.8937561396302,7.47321216542522,29.7774276696032,0.791559111507532,0.118699,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,29,56,37,33
"Lobeliads","Varying K + Ontogeny",8.05455096314495,0.522175555338006,79.8432998957401,4.30087978643888,25.7902863019292,0.923071982212541,0.871452,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,29,56,37,33
"Lobeliads","Exponential",0.613116287225611,0.154573256635066,NA,NA,43.165353702424,-8.76575347213093,NA,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,29,56,37,33
"Mints","Single K",11.6356027632346,15350.8151579211,17.7160364629102,6.9080421315448,34.4348588148025,-0.00114083785230057,0.127402,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,20,31,10,11
"Mints","Varying K",3.56962138360649,1.12259771085247,33.8465099357981,10.0324896430378,32.3007721133544,0.412795118051101,0.37033,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,20,31,10,11
"Mints","Varying K + Ontogeny",8.69751362570189,3.14515890766126,34.7864572635503,8.81085379047207,31.6912910808418,0.49578461242348,0.502268,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,20,31,10,11
"Mints","Exponential",0.44228927431792,0.224307507028609,NA,NA,38.0889642459078,-3.1151140333269,NA,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,20,31,10,11
"Psychotria","Single K",0.679764680579785,0.148830338194504,8.76814683116921,1.80356833445682,13.3051329047274,0.922423693849136,0.209211,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,2,4,5,8
"Psychotria","Varying K",0.684597443275619,0.116338026001838,17.7136315363124,2.85806015113783,11.9840898876275,0.944243093103694,0.404991,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,2,4,5,8
"Psychotria","Varying K + Ontogeny",1.39061897517027,0.182832644527935,20.1704038153405,3.57324467602618,12.0811944517566,0.942872967170647,0.385798,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,2,4,5,8
"Psychotria","Exponential",0.356203409194448,0.0240139646941008,NA,NA,16.2056232901094,0.73588499222301,NA,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,2,4,5,8
"Schiedea","Single K",1.98649675311534,0.677117921102127,11.8599248487097,1.89405188751538,22.6220812549443,0.746806139201908,0.00490884,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,3,13,11,11
"Schiedea","Varying K",1.72842076379833,0.3217777642138,23.8931499626512,3.33311031577794,21.1791314744792,0.823482857128639,0.0100998,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,3,13,11,11
"Schiedea","Varying K + Ontogeny",3.03635777063608,0.227146450433593,23.908808824144,1.41693760470811,12.0188914378666,0.982125806132283,0.984991,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,3,13,11,11
"Schiedea","Exponential",0.430195293905563,0.0856209102237949,NA,NA,29.8185172335871,-1.52315261973205,NA,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,3,13,11,11
"Silverswords","Single K",3.09276014111937,2.92706671361113,11.2882023286038,3.89097892278633,29.5199220188261,0.079153300927572,0.295835,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,8,14,4,16
"Silverswords","Varying K",2.35884418291857,1.05937522216528,21.8389471166173,7.3837512818304,28.9635426542269,0.198729389583653,0.39072,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,8,14,4,16
"Silverswords","Varying K + Ontogeny",5.69972904960185,3.37766223718676,20.6086181107018,6.61966311752359,29.4042736398744,0.105395718303816,0.313445,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,8,14,4,16
"Silverswords","Exponential",0.465267963017305,0.0753422608236247,NA,NA,30.4380779251418,-0.909950393017582,NA,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.1,1.14,3.13,2.35,0,0.96,0.8,3.65,0,0.424444548026598,0.29178006985525,0.278239262600971,0.906728708867512,1,0.62001927874074,0.616922107774189,8,14,4,16
