"Taxon","model","r","r_SE","K","K_SE","AIC","R2","w","z","c_1","c_2","c_3","c_4","t1_1","t1_2","t1_3","t1_4","t2_1","t2_2","t2_3","t2_4","p1_1","p1_2","p1_3","p1_4","rel_maxK_1","rel_maxK_2","rel_maxK_3","rel_maxK_4","S_1","S_2","S_3","S_4"
"Laupala","Varying K + Ontogeny",4.61459493853968,1.3842062563215,20.2090911870521,3.35898950614134,23.1224629435436,0.184140578212172,0.264626,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.495029842754115,0.385764680493237,0.3318794753335,0.885943888449071,1,0.58828106380679,0.550234787524507,7,11,12,7
"Laupala","Exponential",0.374104803669367,0.100815524784495,NA,NA,29.9121887157388,-6.3442539132774,NA,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.495029842754115,0.385764680493237,0.3318794753335,0.885943888449071,1,0.58828106380679,0.550234787524507,7,11,12,7
"Megalagrion","Single K",2.33674128599799,0.380993913070103,10.0283402511894,0.589509789146905,14.5731845497771,0.771756050532323,0.901696,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.495029842754115,0.385764680493237,0.3318794753335,0.885943888449071,1,0.58828106380679,0.550234787524507,7,10,9,11
"Megalagrion","Varying K",1.65208699186352,0.29877235920672,22.1111266117568,2.55243806789001,19.2620906721998,0.262960459490909,0.0864723,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.495029842754115,0.385764680493237,0.3318794753335,0.885943888449071,1,0.58828106380679,0.550234787524507,7,10,9,11
"Megalagrion","Varying K + Ontogeny",4.70992469958207,1.42845681338397,19.7918879362982,3.40410364551253,23.2402009005722,-0.992547198504154,0.0118315,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.495029842754115,0.385764680493237,0.3318794753335,0.885943888449071,1,0.58828106380679,0.550234787524507,7,10,9,11
"Megalagrion","Exponential",0.406469314820083,0.0621200118718043,NA,NA,27.6088498608412,-8.79210118890991,NA,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.495029842754115,0.385764680493237,0.3318794753335,0.885943888449071,1,0.58828106380679,0.550234787524507,7,10,9,11
"Orsonwelles","Single K",0.303627149909469,0.132529446805314,31.2102608195966,145.045252783245,11.2712286127359,0.931389303017012,0.267306,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.495029842754115,0.385764680493237,0.3318794753335,0.885943888449071,1,0.58828106380679,0.550234787524507,1,3,3,6
"Orsonwelles","Varying K",0.311136504282624,0.113799120792841,59.5055495688023,177.80238524177,11.1867789641103,0.932822656316452,0.278835,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.495029842754115,0.385764680493237,0.3318794753335,0.885943888449071,1,0.58828106380679,0.550234787524507,1,3,3,6
"Orsonwelles","Varying K + Ontogeny",0.715912062729893,0.166821176802485,300,3474.39933644587,10.2124415953095,0.94734550021575,0.453859,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.495029842754115,0.385764680493237,0.3318794753335,0.885943888449071,1,0.58828106380679,0.550234787524507,1,3,3,6
"Orsonwelles","Exponential",0.28278617330607,0.012723649791667,NA,NA,8.97323972231717,0.936314861381434,NA,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.495029842754115,0.385764680493237,0.3318794753335,0.885943888449071,1,0.58828106380679,0.550234787524507,1,3,3,6
"Platynini","Single K",2.40340576512776,1.91616122346254,42.8996077825535,14.9405912176146,40.2366592523308,0.411403174018436,0.0376791,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.495029842754115,0.385764680493237,0.3318794753335,0.885943888449071,1,0.58828106380679,0.550234787524507,7,70,33,27
"Platynini","Varying K",2.172290018683,0.973229603215246,98.9444471769219,25.702052586403,37.562171249502,0.698394629525109,0.143502,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.495029842754115,0.385764680493237,0.3318794753335,0.885943888449071,1,0.58828106380679,0.550234787524507,7,70,33,27
"Platynini","Varying K + Ontogeny",4.14427948891213,2.29954901831604,95.302307844506,15.7116226556578,34.0791457594092,0.873737500390009,0.818819,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.495029842754115,0.385764680493237,0.3318794753335,0.885943888449071,1,0.58828106380679,0.550234787524507,7,70,33,27
"Platynini","Exponential",0.57018668669036,0.168585403620974,NA,NA,43.6386927915237,-1.27162298891682,NA,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.495029842754115,0.385764680493237,0.3318794753335,0.885943888449071,1,0.58828106380679,0.550234787524507,7,70,33,27
"PW Drosophila","Single K",5.55981370056627,14.1275068416573,38.3270053452218,9.16122841355729,36.6927158898493,-0.005002637703303,0.0934051,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.495029842754115,0.385764680493237,0.3318794753335,0.885943888449071,1,0.58828106380679,0.550234787524507,39,52,42,21
"PW Drosophila","Varying K",3.29330776240314,0.444631770574905,83.6967691453028,14.3273804856469,34.1969324435517,0.461493491165392,0.325329,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.495029842754115,0.385764680493237,0.3318794753335,0.885943888449071,1,0.58828106380679,0.550234787524507,39,52,42,21
"PW Drosophila","Varying K + Ontogeny",7.96219701528663,1.10222718292809,85.0123105526279,12.1339558434685,33.036193093314,0.597129670985954,0.581266,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.495029842754115,0.385764680493237,0.3318794753335,0.885943888449071,1,0.58828106380679,0.550234787524507,39,52,42,21
"PW Drosophila","Exponential",0.550768912901068,0.188699311034942,NA,NA,43.5797424740365,-8.26966102600162,NA,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.495029842754115,0.385764680493237,0.3318794753335,0.885943888449071,1,0.58828106380679,0.550234787524507,39,52,42,21
"Tetragnatha","Single K",11.8137205803243,101599.748904418,13.7463232854948,2.47487872923441,26.2228998367897,-4.02825723266886e-06,0.0020362,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.495029842754115,0.385764680493237,0.3318794753335,0.885943888449071,1,0.58828106380679,0.550234787524507,15,18,12,10
"Tetragnatha","Varying K",2.61686348232179,0.203009198150889,29.151562581743,2.26301739646938,19.3629471938467,0.820033423687487,0.0628696,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.495029842754115,0.385764680493237,0.3318794753335,0.885943888449071,1,0.58828106380679,0.550234787524507,15,18,12,10
"Tetragnatha","Varying K + Ontogeny",6.80548200684192,0.338827205422811,29.0448563941605,1.08025668023341,13.9637779711688,0.953335726950653,0.935094,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.495029842754115,0.385764680493237,0.3318794753335,0.885943888449071,1,0.58828106380679,0.550234787524507,15,18,12,10
"Tetragnatha","Exponential",0.418393794338859,0.13035147713159,NA,NA,34.1187730512521,-10.8695029333041,NA,0.47,1,0.569979841646498,0.407862181678015,0.41495083348246,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.495029842754115,0.385764680493237,0.3318794753335,0.885943888449071,1,0.58828106380679,0.550234787524507,15,18,12,10
"Cyrtandra","Single K",2.33498757094384,0.973135143763769,18.1080021795359,3.29731111179583,28.2919498583329,0.43958382773189,0.511383,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,10,17,24,13
"Cyrtandra","Varying K",1.91344718203113,0.722061335173045,34.0430824170702,7.69791085443822,29.4682170995158,0.247992360521499,0.284003,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,10,17,24,13
"Cyrtandra","Varying K + Ontogeny",4.91980877567657,2.01083562885393,32.1722200812535,7.28353571196867,30.1239441357737,0.114034295298829,0.204613,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,10,17,24,13
"Cyrtandra","Exponential",0.466621634060312,0.107903277362826,NA,NA,34.9644948951512,-3.89914476783145,NA,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,10,17,24,13
"Lobeliads","Single K",3.48567270661785,1.10411612207623,41.9820910366145,7.13153598455981,34.6665467159104,0.292360166727246,0.00734173,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,29,56,37,33
"Lobeliads","Varying K",2.93903898633902,0.256109919825644,79.4716139984593,6.54886070205577,29.0024428337147,0.828272437235752,0.124664,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,29,56,37,33
"Lobeliads","Varying K + Ontogeny",6.80129618798362,0.403680326090652,80.3918583385733,3.97674195830983,25.1213257825541,0.934919170973125,0.867994,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,29,56,37,33
"Lobeliads","Exponential",0.595268117655113,0.130930514708425,NA,NA,42.8593702844937,-8.04657169177736,NA,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,29,56,37,33
"Mints","Single K",10.3565435762516,24805.951374389,17.861908763908,6.90504780444141,34.4313903379129,-0.000273105655476558,0.118018,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,20,31,10,11
"Mints","Varying K",2.97666254880922,0.907382803394493,34.0073868152096,9.72838312471117,32.2075581554918,0.426320830589671,0.358796,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,20,31,10,11
"Mints","Varying K + Ontogeny",7.28466536034072,2.50094439508298,35.1803615395238,8.61677800229283,31.4531894838898,0.524922412003903,0.523186,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,20,31,10,11
"Mints","Exponential",0.434243241808635,0.188813287667274,NA,NA,37.8561747982929,-2.88246081576832,NA,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,20,31,10,11
"Psychotria","Single K",0.529607764845803,0.0594335182030829,10.6008628285226,1.87164722101948,7.88409131628866,0.979994611738408,0.179951,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,2,4,5,8
"Psychotria","Varying K",0.519976760650475,0.036075081752216,22.0871854897933,2.58937826648651,4.91578167456934,0.990474958862333,0.793808,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,2,4,5,8
"Psychotria","Varying K + Ontogeny",0.910786183019252,0.142500253657065,39.5210285710333,27.8233125500901,11.7348725132399,0.947610984075815,0.0262403,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,2,4,5,8
"Psychotria","Exponential",0.338586186380288,0.015525288283156,NA,NA,13.2321369355123,0.874411202879648,NA,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,2,4,5,8
"Schiedea","Single K",1.59381947491163,0.535893274613535,11.7601495224629,1.51582506953546,20.954252887741,0.833132789114726,0.0136282,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,3,13,11,11
"Schiedea","Varying K",1.32960585449543,0.198552455557682,23.6732357383867,2.30733388477842,17.7704301365128,0.924717879435062,0.066957,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,3,13,11,11
"Schiedea","Varying K + Ontogeny",2.24720417127561,0.201713629699492,23.8316990647917,1.69588118986538,12.5310562923115,0.97968419401838,0.919415,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,3,13,11,11
"Schiedea","Exponential",0.415304337713239,0.0708002548493475,NA,NA,29.0852788146247,-1.10055071263435,NA,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,3,13,11,11
"Silverswords","Single K",2.48849510506369,2.23299032815238,11.32842344832,3.77951386618793,29.4814587193983,0.0879655650105329,0.284341,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,8,14,4,16
"Silverswords","Varying K",1.93109214462368,0.92383049823787,21.6001448006569,6.81732325061105,28.8672192855586,0.21779419117032,0.386562,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,8,14,4,16
"Silverswords","Varying K + Ontogeny",4.89400440661136,2.72742994982575,20.7550058545286,6.40548329560461,29.1891017320842,0.15224769480259,0.329097,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,8,14,4,16
"Silverswords","Exponential",0.444288273206293,0.0655565369330414,NA,NA,29.8842998912052,-0.66301589966015,NA,0.38,1,0.634760371370904,0.484279372632422,0.491073185474623,1.3,1.9,2.54,2.3,0,1.1,1.8,4,0,0.424444548026598,0.32567940773301,0.278239262600971,0.906728708867512,1,0.651188789596246,0.616922107774189,8,14,4,16
